cod_proposta,cod_cliente,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,cod_colaborador,taxa_juros_mensal_decimal,data_entrada_date
770,944,2015-09-14 16:29:25,0.0218,41278.79,67154.45,25875.66,1636.91,37,5,Validação documentos,21,,021800,2015-09-14
771,557,2016-12-15 14:48:48,0.0159,8192.68,9644.34,1451.66,173.58,88,0,Em análise,24,,015900,2016-12-15
772,67,2014-06-15 13:44:56,0.0204,172345.42,225537.64,53192.22,4066.60,99,6,Validação documentos,71,,020400,2014-06-15
773,853,2015-10-30 01:22:06,0.0152,52439.15,98620.47,46181.32,964.73,116,1,Aprovada,35,,015200,2015-10-30
774,322,2015-08-24 16:05:12,0.0100,1996.46,3976.20,1979.74,36.08,81,4,Validação documentos,88,,010000,2015-08-24
775,449,2012-06-17 09:24:23,0.0137,9688.83,14446.37,4757.54,217.98,69,5,Validação documentos,22,,013700,2012-06-17
776,744,2022-08-02 22:51:19,0.0121,63088.85,93017.02,29928.17,1010.86,117,3,Validação documentos,44,,012100,2022-08-02
777,914,2015-03-12 17:02:22,0.0185,38545.16,57307.10,18761.94,861.30,96,4,Em análise,38,,018500,2015-03-12
778,452,2015-11-24 05:43:38,0.0248,107064.71,137822.99,30758.28,4990.40,31,3,Validação documentos,51,,024800,2015-11-24
779,884,2018-09-14 15:19:45,0.0240,91456.69,137939.39,46482.70,3160.46,50,3,Em análise,62,,024000,2018-09-14
78,222,2011-03-24 05:11:45,0.0247,3807.65,6850.73,3043.08,477.02,9,1,Enviada,79,,024700,2011-03-24
780,483,2016-11-29 15:38:23,0.0093,139143.85,211893.29,72749.44,4181.60,40,3,Enviada,73,,009300,2016-11-29
781,103,2021-08-17 17:31:09,0.0214,11453.40,14530.19,3076.79,274.86,105,0,Validação documentos,43,,021400,2021-08-17
782,957,2010-01-31 13:19:05,0.0120,2806.88,5295.01,2488.13,158.69,20,1,Enviada,63,,012000,2010-01-31
783,168,2020-10-14 20:35:33,0.0167,68262.45,128315.08,60052.63,1602.81,75,4,Validação documentos,84,,016700,2020-10-14
784,516,2011-10-26 17:14:53,0.0111,80533.99,151718.99,71185.00,1410.46,91,4,Enviada,33,,011100,2011-10-26
785,644,2021-01-05 12:43:09,0.0111,100312.23,142248.96,41936.73,1768.19,90,6,Aprovada,5,,011100,2021-01-05
786,957,2020-02-20 02:01:51,0.0211,94878.85,163065.82,68186.97,2362.75,90,1,Aprovada,41,,021100,2020-02-20
787,473,2018-09-26 11:31:21,0.0175,66561.33,104791.67,38230.34,1526.52,83,4,Em análise,48,,017500,2018-09-26
788,118,2021-09-18 11:00:39,0.0224,16507.03,30524.88,14017.85,1307.85,15,2,Enviada,53,,022400,2021-09-18
789,278,2012-11-13 21:00:43,0.0149,70921.47,119311.76,48390.29,1407.11,94,4,Em análise,44,,014900,2012-11-13
79,114,2015-12-17 15:37:23,0.0107,87239.71,123207.06,35967.35,1591.27,83,2,Enviada,57,,010700,2015-12-17
790,233,2010-08-12 19:51:10,0.0135,40280.10,77997.85,37717.75,1129.03,49,0,Em análise,28,,013500,2010-08-12
791,542,2016-02-29 10:11:10,0.0197,125304.94,188872.35,63567.41,64509.87,2,0,Aprovada,49,,019700,2016-02-29
792,813,2018-03-06 23:54:00,0.0211,9976.34,16642.17,6665.83,236.96,105,5,Aprovada,75,,021100,2018-03-06
793,677,2021-07-02 08:38:23,0.0088,182648.99,227647.20,44998.21,5326.09,41,0,Aprovada,18,,008800,2021-07-02
794,132,2019-12-10 10:06:24,0.0160,136153.25,166874.28,30721.03,3620.24,58,2,Enviada,72,,016000,2019-12-10
795,861,2021-05-04 17:59:35,0.0159,25604.67,31391.85,5787.18,536.93,90,2,Em análise,72,,015900,2021-05-04
796,130,2013-11-22 04:33:04,0.0245,47842.76,72629.65,24786.89,1498.23,63,6,Aprovada,27,,024500,2013-11-22
797,303,2019-07-22 22:34:36,0.0195,83840.04,141952.08,58112.04,1817.43,119,1,Validação documentos,65,,019500,2019-07-22
798,481,2011-04-30 06:14:34,0.0113,182890.06,220982.08,38092.02,3759.73,71,6,Enviada,69,,011300,2011-04-30
799,618,2018-08-23 13:16:19,0.0179,2906.22,3695.82,789.60,62.65,100,6,Aprovada,25,,017900,2018-08-23
8,742,2020-07-09 09:52:07,0.0181,5279.59,9254.20,3974.61,115.90,97,0,Em análise,55,,018100,2020-07-09
80,767,2011-01-15 07:18:31,0.0158,15438.62,24044.68,8606.06,417.45,56,1,Validação documentos,79,,015800,2011-01-15
800,770,2010-06-10 04:49:07,0.0239,145749.30,184197.69,38448.39,3712.09,118,1,Em análise,43,,023900,2010-06-10
801,299,2012-11-02 13:16:45,0.0218,173842.06,214377.73,40535.67,4218.69,106,5,Aprovada,75,,021800,2012-11-02
802,244,2016-12-15 19:47:29,0.0217,126030.01,178749.29,52719.28,3000.06,113,4,Enviada,93,,021700,2016-12-15
803,539,2013-07-16 23:37:21,0.0134,96169.09,154262.02,58092.93,1995.06,78,5,Em análise,99,,013400,2013-07-16
804,734,2021-08-19 04:07:12,0.0115,57709.83,68976.53,11266.70,1385.89,57,5,Enviada,52,,011500,2021-08-19
805,698,2010-05-12 12:57:47,0.0093,81763.41,121363.92,39600.51,1990.26,52,2,Validação documentos,93,,009300,2010-05-12
806,433,2016-08-09 07:16:08,0.0105,86911.40,152189.73,65278.33,1665.59,76,1,Validação documentos,76,,010500,2016-08-09
807,198,2019-08-12 10:18:04,0.0211,122758.14,144641.60,21883.46,7032.49,22,3,Aprovada,32,,021100,2019-08-12
808,854,2011-06-24 07:48:27,0.0178,88519.59,124590.29,36070.70,13561.91,7,3,Validação documentos,83,,017800,2011-06-24
809,225,2016-11-22 18:03:15,0.0147,11154.79,18381.85,7227.06,233.53,83,4,Aprovada,87,,014700,2016-11-22
81,279,2010-09-02 16:34:41,0.0137,65800.08,111918.44,46118.36,1535.55,65,3,Validação documentos,26,,013700,2010-09-02
810,24,2018-08-16 02:45:58,0.0225,49436.01,71630.49,22194.48,1806.08,43,1,Aprovada,54,,022500,2018-08-16
811,324,2010-08-31 23:54:52,0.0217,32445.87,43567.91,11122.04,773.98,112,3,Validação documentos,92,,021700,2010-08-31
812,90,2011-09-25 14:22:59,0.0250,122410.31,222996.37,100586.06,3905.04,62,4,Validação documentos,18,,025000,2011-09-25
813,369,2018-08-20 11:55:08,0.0186,92902.91,150229.48,57326.57,3635.22,35,6,Aprovada,82,,018600,2018-08-20
814,843,2020-12-21 19:30:57,0.0194,79857.24,106282.27,26425.03,2207.04,63,4,Enviada,75,,019400,2020-12-21
815,120,2014-07-07 13:26:25,0.0135,197133.32,246001.18,48867.86,5372.54,51,3,Em análise,23,,013500,2014-07-07
816,420,2019-03-16 15:51:17,0.0247,110094.24,210320.45,100226.21,6135.30,24,1,Enviada,76,,024700,2019-03-16
817,974,2015-02-23 09:09:08,0.0169,37342.07,46838.35,9496.28,1157.75,47,1,Validação documentos,62,,016900,2015-02-23
818,34,2012-06-11 12:58:01,0.0116,29117.43,42525.57,13408.14,469.90,110,4,Enviada,52,,011600,2012-06-11
819,101,2011-03-02 14:15:16,0.0166,8295.51,14647.86,6352.35,221.59,59,0,Aprovada,62,,016600,2011-03-02
82,129,2021-11-24 10:37:20,0.0108,145593.87,244313.43,98719.56,2794.40,77,0,Enviada,56,,010800,2021-11-24
820,732,2019-08-19 17:58:22,0.0162,83530.76,117470.17,33939.41,2145.29,62,3,Validação documentos,11,,016200,2019-08-19
821,385,2011-07-28 04:02:11,0.0186,167617.88,241756.20,74138.32,5000.59,53,4,Enviada,92,,018600,2011-07-28
822,453,2013-11-27 23:42:54,0.0130,110471.79,148003.73,37531.94,4040.70,34,3,Aprovada,68,,013000,2013-11-27
823,510,2015-01-18 14:10:10,0.0199,113077.12,213904.00,100826.88,2575.57,105,0,Em análise,71,,019900,2015-01-18
824,843,2011-08-09 00:28:33,0.0208,72284.28,126768.15,54483.87,4644.51,19,2,Enviada,38,,020800,2011-08-09
825,298,2010-12-19 08:59:00,0.0207,186109.74,231127.83,45018.09,12490.44,18,5,Em análise,30,,020700,2010-12-19
826,760,2012-04-30 02:24:26,0.0149,162257.88,226427.62,64169.74,3054.56,106,5,Aprovada,41,,014900,2012-04-30
827,246,2013-05-18 10:54:23,0.0207,25739.07,47781.82,22042.75,675.06,76,4,Em análise,32,,020700,2013-05-18
828,500,2016-11-17 13:31:04,0.0203,92781.38,124218.64,31437.26,94664.85,1,0,Em análise,43,,020300,2016-11-17
829,577,2022-11-07 12:31:27,0.0188,62615.89,75752.37,13136.48,1594.18,72,5,Em análise,52,,018800,2022-11-07
83,360,2014-06-05 09:52:56,0.0195,21361.55,29974.42,8612.87,664.85,51,1,Aprovada,86,,019500,2014-06-05
830,223,2022-02-24 08:54:54,0.0168,49903.52,70159.91,20256.39,1152.67,78,3,Em análise,4,,016800,2022-02-24
831,930,2018-01-17 21:12:44,0.0082,39450.68,47487.52,8036.84,626.25,89,0,Em análise,14,,008200,2018-01-17
832,30,2015-11-02 14:38:39,0.0229,58703.80,116526.02,57822.22,1671.81,72,2,Validação documentos,83,,022900,2015-11-02
833,324,2021-09-01 00:48:21,0.0221,130988.74,162328.81,31340.07,3168.78,112,0,Em análise,18,,022100,2021-09-01
834,132,2013-11-09 08:32:22,0.0117,84568.88,122383.67,37814.79,85558.34,1,1,Aprovada,87,,011700,2013-11-09
835,61,2015-04-20 13:34:13,0.0234,53345.22,70172.13,16826.91,1616.02,64,6,Em análise,46,,023400,2015-04-20
836,588,2010-02-25 18:00:41,0.0111,27290.08,39950.02,12659.94,923.72,36,1,Em análise,36,,011100,2010-02-25
837,303,2018-08-29 16:22:01,0.0156,54076.91,91613.30,37536.39,1341.86,64,2,Em análise,60,,015600,2018-08-29
838,639,2011-07-24 14:13:27,0.0148,178597.23,210754.41,32157.18,3200.32,119,2,Aprovada,66,,014800,2011-07-24
839,174,2019-10-05 15:24:50,0.0223,145336.82,195421.72,50084.90,16375.16,10,2,Enviada,16,,022300,2019-10-05
84,869,2017-12-31 19:42:56,0.0173,78125.38,114587.70,36462.32,2476.77,46,5,Em análise,32,,017300,2017-12-31
840,714,2022-07-28 18:33:21,0.0152,145376.82,198747.21,53370.39,3919.18,55,1,Aprovada,65,,015200,2022-07-28
841,266,2022-11-25 04:38:38,0.0220,97160.59,175982.06,78821.47,3297.90,48,3,Enviada,32,,022000,2022-11-25
842,917,2014-11-24 23:10:04,0.0198,85653.03,109797.61,24144.58,5453.03,19,1,Em análise,36,,019800,2014-11-24
843,194,2022-08-19 00:55:57,0.0180,123546.66,152562.03,29015.37,2520.11,120,1,Em análise,39,,018000,2022-08-19
844,103,2021-03-25 03:03:51,0.0244,83759.77,112593.50,28833.73,2245.25,100,3,Aprovada,24,,024400,2021-03-25
845,261,2016-02-10 19:00:41,0.0113,111264.40,159029.10,47764.70,1748.43,113,6,Enviada,95,,011300,2016-02-10
846,817,2020-06-02 10:09:57,0.0166,75574.24,92324.12,16749.88,2750.01,37,3,Validação documentos,59,,016600,2020-06-02
847,340,2012-01-13 07:08:25,0.0216,147145.05,242003.35,94858.30,10433.92,17,6,Validação documentos,61,,021600,2012-01-13
848,343,2018-07-06 11:08:16,0.0224,49839.08,93053.36,43214.28,1632.21,52,2,Em análise,66,,022400,2018-07-06
849,215,2013-11-21 18:23:17,0.0190,37589.10,45424.71,7835.61,812.95,112,3,Enviada,96,,019000,2013-11-21
85,236,2012-11-18 18:25:42,0.0113,52410.16,68065.87,15655.71,842.61,108,4,Validação documentos,11,,011300,2012-11-18
850,259,2016-05-12 13:44:24,0.0146,164796.36,222119.13,57322.77,3417.45,84,5,Validação documentos,99,,014600,2016-05-12
851,537,2017-05-07 20:54:56,0.0083,17825.90,24164.20,6338.30,303.16,81,2,Aprovada,71,,008300,2017-05-07
852,820,2016-10-26 23:16:07,0.0093,129417.96,205114.45,75696.49,4246.79,36,2,Aprovada,64,,009300,2016-10-26
853,714,2022-02-25 22:29:44,0.0171,167446.59,237021.74,69575.15,3520.37,99,6,Em análise,55,,017100,2022-02-25
854,69,2011-10-17 05:46:43,0.0088,142570.85,249417.73,106846.88,4531.34,37,6,Enviada,45,,008800,2011-10-17
855,271,2012-01-20 13:16:55,0.0233,150893.60,233031.73,82138.13,4624.75,62,2,Aprovada,92,,023300,2012-01-20
856,503,2015-11-08 15:19:00,0.0147,176083.67,220829.65,44745.98,4532.83,58,1,Aprovada,83,,014700,2015-11-08
857,182,2022-08-24 20:10:51,0.0151,131839.59,234725.24,102885.65,2385.75,120,1,Em análise,13,,015100,2022-08-24
858,370,2018-06-30 13:47:13,0.0130,72681.24,97406.91,24725.67,3544.82,24,2,Em análise,51,,013000,2018-06-30
859,312,2021-08-03 05:47:19,0.0085,145554.63,188606.65,43052.02,5517.17,30,0,Em análise,30,,008500,2021-08-03
86,938,2013-06-17 23:23:46,0.0135,3184.44,5522.97,2338.53,61.34,90,5,Enviada,4,,013500,2013-06-17
860,464,2017-11-28 06:45:07,0.0162,22076.46,27852.07,5775.61,647.61,50,3,Enviada,66,,016200,2017-11-28
861,261,2019-08-18 08:14:47,0.0186,122367.54,181496.90,59129.36,3234.47,66,3,Aprovada,49,,018600,2019-08-18
862,940,2013-10-03 02:30:56,0.0126,18484.85,29769.01,11284.16,315.55,107,4,Em análise,81,,012600,2013-10-03
863,4,2018-07-18 16:48:03,0.0149,31531.84,51599.21,20067.37,649.08,87,3,Enviada,77,,014900,2018-07-18
864,378,2013-12-16 16:14:48,0.0158,79873.74,103169.64,23295.90,2709.10,40,3,Validação documentos,47,,015800,2013-12-16
865,448,2021-08-20 17:48:11,0.0229,71614.90,101896.77,30281.87,2711.70,41,4,Em análise,94,,022900,2021-08-20
866,755,2018-01-10 10:51:26,0.0118,60983.76,73423.36,12439.60,61703.37,1,0,Aprovada,27,,011800,2018-01-10
867,467,2013-11-13 21:05:12,0.0100,79939.94,159313.51,79373.57,2386.29,41,3,Aprovada,21,,010000,2013-11-13
868,5,2010-10-30 04:10:42,0.0090,95588.57,173050.34,77461.77,1403.07,106,3,Validação documentos,21,,009000,2010-10-30
869,742,2010-09-09 06:15:00,0.0116,115173.42,156347.13,41173.71,2327.30,74,6,Aprovada,24,,011600,2010-09-09
870,465,2014-06-26 02:23:59,0.0126,82357.95,98115.98,15758.03,2139.52,53,0,Aprovada,79,,012600,2014-06-26
871,204,2015-07-24 17:40:27,0.0112,111999.04,141174.23,29175.19,4989.16,26,5,Validação documentos,61,,011200,2015-07-24
872,141,2013-01-28 14:18:55,0.0153,60762.11,110392.02,49629.91,3153.82,23,0,Em análise,87,,015300,2013-01-28
873,941,2016-03-12 18:39:59,0.0097,67414.91,112788.58,45373.67,1037.96,103,5,Validação documentos,3,,009700,2016-03-12
874,966,2010-09-29 12:06:08,0.0173,32351.58,47233.90,14882.32,8440.70,4,1,Em análise,46,,017300,2010-09-29
875,429,2019-02-04 17:53:39,0.0169,142939.10,185095.87,42156.77,73286.36,2,3,Enviada,13,,016900,2019-02-04
876,396,2011-12-25 20:27:50,0.0217,14469.35,22074.86,7605.51,14783.33,1,1,Aprovada,87,,021700,2011-12-25
877,630,2020-04-22 19:12:03,0.0098,14004.70,18885.91,4881.21,213.01,106,4,Validação documentos,77,,009800,2020-04-22
878,311,2011-05-22 19:45:36,0.0176,6725.52,9885.37,3159.85,135.01,120,1,Validação documentos,90,,017600,2011-05-22
879,940,2013-05-13 11:59:03,0.0216,31742.21,55718.26,23976.05,789.28,95,3,Aprovada,15,,021600,2013-05-13
88,194,2012-10-03 08:20:31,0.0105,70119.78,134983.88,64864.10,3738.11,21,6,Enviada,19,,010500,2012-10-03
880,322,2018-11-07 12:55:56,0.0129,38618.67,71664.02,33045.35,661.87,109,0,Validação documentos,97,,012900,2018-11-07
881,378,2017-01-23 23:41:53,0.0100,141503.02,223199.06,81696.04,2076.20,115,4,Em análise,80,,010000,2017-01-23
882,165,2013-01-05 16:19:41,0.0182,130289.14,158741.84,28452.70,15825.61,9,4,Enviada,47,,018200,2013-01-05
883,729,2013-11-11 05:11:43,0.0098,55137.39,83213.64,28076.25,786.90,119,1,Validação documentos,92,,009800,2013-11-11
884,429,2016-07-01 05:23:40,0.0102,87781.93,169487.11,81705.18,1277.10,119,3,Aprovada,43,,010200,2016-07-01
885,38,2010-01-03 07:09:19,0.0180,134013.13,240794.24,106781.11,3637.33,61,6,Em análise,54,,018000,2010-01-03
886,138,2016-06-26 23:19:30,0.0201,17467.40,25261.08,7793.68,522.54,56,1,Enviada,4,,020100,2016-06-26
887,989,2020-06-23 04:56:07,0.0186,14742.67,18687.04,3944.37,328.12,98,0,Validação documentos,74,,018600,2020-06-23
888,690,2019-12-01 11:00:58,0.0094,79516.51,140657.41,61140.90,2676.65,35,0,Em análise,1,,009400,2019-12-01
889,246,2016-04-02 08:31:07,0.0177,103783.51,175148.39,71364.88,3364.76,45,5,Validação documentos,33,,017700,2016-04-02
89,846,2014-04-07 17:12:21,0.0177,141143.10,206149.93,65006.83,4644.36,44,4,Em análise,47,,017700,2014-04-07
890,685,2021-07-09 20:15:50,0.0159,12091.01,16030.62,3939.61,236.71,106,2,Validação documentos,38,,015900,2021-07-09
891,720,2012-04-14 23:58:24,0.0126,95054.24,127680.52,32626.28,2293.13,59,5,Enviada,80,,012600,2012-04-14
892,493,2011-07-26 23:37:58,0.0191,61159.15,105877.22,44718.07,1522.95,77,4,Em análise,13,,019100,2011-07-26
893,842,2022-02-28 20:57:09,0.0088,129334.12,233774.63,104440.51,4532.89,33,0,Aprovada,55,,008800,2022-02-28
894,260,2010-05-30 22:47:11,0.0126,90752.09,128050.14,37298.05,7111.48,14,2,Validação documentos,63,,012600,2010-05-30
895,674,2020-07-24 15:00:23,0.0210,94843.85,140271.31,45427.46,2363.48,89,1,Enviada,29,,021000,2020-07-24
896,705,2012-04-24 11:31:09,0.0101,114732.00,216856.25,102124.25,1838.67,99,5,Enviada,16,,010100,2012-04-24
897,876,2019-10-02 14:10:40,0.0249,71852.57,129520.15,57667.58,2554.60,49,1,Enviada,53,,024900,2019-10-02
898,82,2013-06-07 01:07:57,0.0107,107944.66,186552.83,78608.17,1940.13,85,2,Validação documentos,52,,010700,2013-06-07
899,186,2018-07-07 04:36:14,0.0151,81940.15,127497.71,45557.56,2230.04,54,4,Aprovada,7,,015100,2018-07-07
9,148,2019-01-23 05:38:42,0.0244,14925.18,21038.86,6113.68,397.35,103,2,Em análise,50,,024400,2019-01-23
90,413,2017-07-11 10:38:56,0.0172,72237.78,110221.47,37983.69,5203.04,16,4,Aprovada,51,,017200,2017-07-11
900,29,2011-10-18 17:50:52,0.0201,32170.92,62254.76,30083.84,2371.27,16,4,Aprovada,18,,020100,2011-10-18
901,865,2012-02-13 21:49:42,0.0131,110241.56,140949.38,30707.82,2105.23,89,3,Em análise,29,,013100,2012-02-13
902,766,2017-12-29 05:32:05,0.0121,139842.77,205172.17,65329.40,3088.45,66,3,Aprovada,66,,012100,2017-12-29
903,845,2019-04-27 18:05:07,0.0239,95121.37,167885.94,72764.57,5424.05,23,3,Aprovada,97,,023900,2019-04-27
904,361,2017-01-30 06:53:04,0.0145,151246.11,246575.12,95329.01,4673.80,44,1,Validação documentos,98,,014500,2017-01-30
905,304,2011-05-04 02:12:34,0.0235,55022.20,71247.88,16225.68,2415.16,33,3,Em análise,97,,023500,2011-05-04
906,787,2015-09-17 07:18:09,0.0157,106954.15,183309.59,76355.44,2471.99,73,4,Enviada,10,,015700,2015-09-17
907,235,2013-12-22 07:15:09,0.0105,33146.90,44139.93,10993.03,522.55,105,6,Aprovada,93,,010500,2013-12-22
908,167,2015-12-22 08:10:11,0.0211,36978.99,51063.39,14084.40,1101.63,59,1,Em análise,13,,021100,2015-12-22
909,177,2016-12-24 09:40:10,0.0211,35356.98,61462.35,26105.37,1027.61,62,6,Validação documentos,76,,021100,2016-12-24
91,117,2010-03-24 01:05:13,0.0174,71838.24,111779.56,39941.32,1616.71,86,1,Enviada,3,,017400,2010-03-24
910,674,2022-04-23 03:15:25,0.0236,15301.50,19535.75,4234.25,4053.71,4,3,Aprovada,34,,023600,2022-04-23
911,124,2019-05-26 21:22:38,0.0088,23833.83,28268.19,4434.36,332.03,114,0,Validação documentos,58,,008800,2019-05-26
912,602,2017-08-03 20:08:25,0.0206,5554.13,8454.51,2900.38,175.04,52,6,Enviada,34,,020600,2017-08-03
913,887,2014-02-06 21:23:42,0.0212,79994.53,119144.52,39149.99,3720.96,29,3,Aprovada,55,,021200,2014-02-06
914,300,2018-01-31 03:23:50,0.0194,4675.59,5526.89,851.30,193.17,33,3,Validação documentos,85,,019400,2018-01-31
915,272,2017-07-02 17:05:59,0.0250,107635.43,158620.45,50985.02,7185.81,19,1,Em análise,1,,025000,2017-07-02
916,457,2021-02-11 10:11:51,0.0095,155359.45,221739.32,66379.87,4999.72,37,2,Validação documentos,28,,009500,2021-02-11
917,366,2012-07-13 15:53:52,0.0161,54342.75,97311.34,42968.59,1379.12,63,4,Enviada,99,,016100,2012-07-13
918,962,2021-08-24 07:57:06,0.0204,86406.10,154099.71,67693.61,1992.25,107,4,Em análise,72,,020400,2021-08-24
919,860,2015-02-07 12:47:27,0.0177,135570.20,186453.35,50883.15,12639.07,12,1,Aprovada,83,,017700,2015-02-07
92,26,2016-12-22 01:31:23,0.0096,74090.50,112484.19,38393.69,1610.40,61,5,Enviada,85,,009600,2016-12-22
920,911,2020-09-25 07:08:27,0.0103,42931.19,73757.17,30825.98,624.91,120,4,Enviada,52,,010300,2020-09-25
921,290,2011-01-02 14:15:36,0.0195,87947.18,103893.97,15946.79,2107.73,87,0,Aprovada,80,,019500,2011-01-02
922,327,2010-08-16 22:49:10,0.0229,159260.11,223323.45,64063.34,10014.52,20,2,Enviada,29,,022900,2010-08-16
923,38,2020-07-30 15:26:47,0.0212,186247.64,229957.55,43709.91,6644.18,43,6,Aprovada,86,,021200,2020-07-30
924,84,2017-12-21 18:48:42,0.0097,102240.19,160986.94,58746.75,1565.31,104,1,Aprovada,16,,009700,2017-12-21
925,532,2013-03-11 21:41:55,0.0231,141250.58,230607.85,89357.27,4792.90,50,5,Enviada,86,,023100,2013-03-11
926,6,2013-04-08 08:49:11,0.0143,103685.74,159630.45,55944.71,2803.76,53,3,Enviada,70,,014300,2013-04-08
927,371,2010-10-20 21:02:24,0.0222,64101.70,81144.26,17042.56,3714.53,22,3,Validação documentos,49,,022200,2010-10-20
928,859,2015-10-08 05:56:25,0.0230,44984.14,87246.07,42261.93,1150.35,101,6,Em análise,94,,023000,2015-10-08
929,922,2021-08-09 07:49:06,0.0229,128793.36,165356.94,36563.58,3190.87,114,6,Validação documentos,38,,022900,2021-08-09
93,26,2018-08-27 07:56:52,0.0169,136405.65,182910.57,46504.92,2690.31,116,4,Em análise,45,,016900,2018-08-27
930,191,2013-03-11 23:22:32,0.0181,103395.19,123815.11,20419.92,2193.19,107,4,Aprovada,61,,018100,2013-03-11
931,39,2013-02-12 09:17:56,0.0201,62881.00,120235.95,57354.95,1499.51,93,2,Validação documentos,68,,020100,2013-02-12
932,475,2022-02-14 19:07:13,0.0176,88283.09,117348.32,29065.23,2254.13,67,4,Enviada,58,,017600,2022-02-14
933,313,2019-11-30 17:40:49,0.0227,97616.01,125475.13,27859.12,2425.93,109,4,Em análise,98,,022700,2019-11-30
934,247,2020-10-11 16:34:11,0.0190,71362.77,134563.94,63201.17,2081.30,56,1,Enviada,86,,019000,2020-10-11
935,593,2018-05-25 03:45:13,0.0192,166721.96,233975.80,67253.84,3923.06,89,4,Enviada,30,,019200,2018-05-25
936,515,2019-09-17 10:22:00,0.0123,63882.82,90789.59,26906.77,1036.86,116,5,Em análise,60,,012300,2019-09-17
937,412,2020-03-05 05:44:02,0.0151,112989.18,178225.37,65236.19,2050.78,119,1,Aprovada,63,,015100,2020-03-05
938,154,2014-02-18 18:05:26,0.0242,188729.37,242187.95,53458.58,6137.94,57,0,Aprovada,3,,024200,2014-02-18
939,213,2015-05-29 00:59:18,0.0165,14734.15,25810.81,11076.66,377.88,63,4,Em análise,7,,016500,2015-05-29
94,17,2021-01-15 07:58:32,0.0248,49088.57,88730.23,39641.66,1288.98,118,2,Enviada,73,,024800,2021-01-15
940,991,2013-05-05 08:02:03,0.0094,30032.33,36866.80,6834.47,575.95,72,5,Validação documentos,53,,009400,2013-05-05
941,429,2011-01-22 21:35:33,0.0107,30435.38,52108.68,21673.30,30761.04,1,0,Validação documentos,25,,010700,2011-01-22
